gene	r_squared	pvalue	pc1_r_squared	pc1_pvalue	pc1_2_r_squared	pc1_2_pvalue	pc1_3_r_squared	pc1_3_pvalue	pc1_4_r_squared	pc1_4_pvalue	pc1_5_r_squared	pc1_5_pvalue
EEF2K	0.000255446920385119	0.743975964797849	0.0175280948830887	0.853400839612716	0.104249288508173	0.678749720625411	0.104770215902005	0.674650141491854	0.105354009233829	0.732712482006677	0.105747580566113	0.740989853497945
ZNF174	0.00102212985437815	0.513485495470138	0.0427229612638258	0.340452022071785	0.173721502778903	0.566396085794792	0.231982702650591	0.453354465648276	0.232401356231679	0.490019971781435	0.232402301192011	0.490467773388651
CLUAP1	0.00155672045934219	0.419956210538651	0.0018082699012709	0.423366900443367	0.0896818734400353	0.764430280745037	0.157025941198547	0.865857548517796	0.157406407249446	0.851489004988234	0.158144740954737	0.825515733073361
UBFD1	0.00213149017733161	0.345247684240937	0.102964634330787	0.514073800444558	0.119527669223739	0.428752248413123	0.256890133008798	0.248041941488854	0.257514857033647	0.278537173836523	0.257631774024651	0.29535907756031
PRSS33	0.00352153504626854	0.224898564291371	0.00437286628013173	0.235876427402392	0.042370702586179	0.397991674240001	0.0463570446473204	0.363454796069921	0.062631563789566	0.366827465887717	0.0709434109945313	0.305833092772243
EARS2	0.000492444006088714	0.650201507764091	0.00332972162802739	0.629838676364695	0.0711334334338535	0.752414687067075	0.273610924566741	0.896169123999929	0.278590752934429	0.983222137254238	0.281214303437214	0.955875164838535
CPPED1	0.007631570638949	0.073710102915613	0.0269915139635376	0.0605603136618692	0.026996779777558	0.0608098824206942	0.0295580281558008	0.0702831848842883	0.124564761197554	0.256271470290028	0.137492033030259	0.213978052804537
BFAR	0.00415079205334174	0.187574754629067	0.00779055913498163	0.210839466928629	0.00907754902714262	0.21211531563346	0.067052907749353	0.143331308073138	0.0865635067579255	0.167797770441533	0.108862465055615	0.21271724683124
RBL2	0.00104968170309667	0.507860569722818	0.206478563054035	0.40402924229568	0.277899412708964	0.470005414032607	0.283794875232345	0.512396595366913	0.284234305521446	0.494987586332138	0.347928410767588	0.59476188270714
QPRT	0.00184348678959732	0.380103626259161	0.0353942867175907	0.340811576752946	0.0466082880903869	0.377631210415031	0.0546188451916294	0.430975355301046	0.0887958689480334	0.269377731376069	0.0920236307524502	0.284786467036392
PYCARD	0.00769056541789184	0.0726004199082694	0.344025094281695	0.363103801350841	0.35712377524859	0.412664539848401	0.357334708757323	0.401755410300665	0.378299903279468	0.326279941943962	0.378502580928005	0.326970995379319
NOMO1	0.00242900322881115	0.313626106338984	0.015146831140348	0.23957702110918	0.0229689849590333	0.257999794089736	0.0954686727830121	0.430381576176917	0.104550582280064	0.515162052501702	0.147087693930323	0.664791824809305
IL21R	3.03075408531755e-05	0.910436311193655	0.00377995100290606	0.930704325563024	0.12875097713137	0.752048232283535	0.395992767855576	0.225780008887133	0.509250929230581	0.246851148208018	0.749025595793764	0.591823731925276
SYT17	0.00106923034045183	0.50393353336677	0.00949175000357746	0.475954260857558	0.190895404581554	0.228521646548561	0.213601900952525	0.153298391427904	0.228969788767498	0.174362137260598	0.228976770732161	0.176828015084186
TMC5	0.00122564734817208	0.474264837793542	0.0126881970068783	0.524716060417912	0.100473159321479	0.473487425113571	0.105005747129098	0.523993751566113	0.122268110604161	0.485053347068794	0.138197579278416	0.651822535460754
RNF40	0.000625234964770399	0.609353496156478	0.110605081491961	0.898859039639084	0.157937150532988	0.786591521358137	0.222118268633973	0.77252280560104	0.222789058701357	0.796133806630841	0.226847201114853	0.867206814525513
AQP9	0.00129615153511581	0.461813921445747	0.029585824534315	0.383314511157076	0.214596526182953	0.683584629481603	0.217184749896905	0.752332205070779	0.268264745358982	0.60510913161639	0.268659056391067	0.566987369055272
LACTB	0.0018006609347388	0.385700303340786	0.0174240187006992	0.363130358710876	0.0185278099864058	0.373717567067207	0.0204631326541766	0.386534250327103	0.113123665488342	0.622600933130443	0.116189414408948	0.622287956519637
CSK	0.00208160095998833	0.350962232664772	0.131784506606805	0.60999483903737	0.323646674752761	0.65697654096834	0.485154455547662	0.851960250076775	0.495942094387404	0.780703599516981	0.628789393471366	0.990121496721989
TRIP4	0.0153260402406332	0.0111066313899697	0.0291090803581624	0.00857301219303253	0.0421382919479581	0.014966246712049	0.0483976990121209	0.0184502324422651	0.0672926059914172	0.0127067786289477	0.0683933301513591	0.0124696807694085
RASL12	0.00325132161303893	0.243599934349019	0.0423704388607805	0.354299331490786	0.0640697271717144	0.284435390341366	0.169163599965643	0.176868064535825	0.196386032642051	0.193681382034801	0.278108647220959	0.181280320839214
AP3B2	0.0070678575822548	0.0852787079232182	0.00728883431158232	0.0843399649364333	0.0246113747961506	0.116122845365303	0.0619227078292434	0.223381606406369	0.159459875977676	0.167702050339166	0.195188858876733	0.216394115059349
CTSH	0.0189397279081952	0.00472134689238932	0.0767637366717068	0.00186253001566976	0.0789514497910726	0.00193336465127939	0.126926074923427	0.0017667579013615	0.144104409074472	0.00206748681978607	0.170878672343047	0.0026962329342813
TTC23	3.09755737781254e-05	0.909458805210001	6.19225639970573e-05	0.909971405472541	0.0143424892638891	0.838167977955641	0.0422536324463057	0.859964040094924	0.0631657653388131	0.761535880169216	0.116125135546708	0.631776111001223
KIAA1199	0.00781293991582857	0.070355076316965	0.0521623810110116	0.0994665655022562	0.0652415062206356	0.126002868712057	0.0719814051536457	0.0951642020403019	0.149066851645677	0.0878445424100306	0.260629085739193	0.151508439033155
RPAP1	0.0169729416431071	0.00750875376647931	0.0193221922304668	0.00712527459377067	0.0251322607149342	0.00763221760632866	0.0560641657241121	0.00373206448462232	0.0827269401674448	0.00188185471198195	0.0962506539554608	0.00225910809834168
EHD4	0.0015324599473126	0.423604600958026	0.00574531912238952	0.414837373488162	0.00713638539703019	0.40260227754994	0.17294857828029	0.476598565868763	0.298724323475579	0.374658934084175	0.300249787278438	0.3918611511965
ATP8B4	0.00083777273522961	0.55416012208921	0.0179874739741584	0.674880019758161	0.031249671268696	0.64236337695209	0.0752904431904935	0.632908883571292	0.0752981838917749	0.631699215482749	0.0773406721589482	0.632942629805943
OCA2	0.00131687677474818	0.458252797301169	0.00716917639678476	0.462663438463583	0.188515963073568	0.41839305880645	0.194654296698563	0.428135186310087	0.273162350683786	0.54847225726245	0.27551225237371	0.5624980582539
GABPB1	0.000667549171579533	0.597492064980008	0.133807806657541	0.422230915406877	0.160071289809236	0.335654570583946	0.206338390688302	0.853109296864278	0.207265277794383	0.881759987448311	0.223451247924271	0.785777005374329
BMF	0.000561276045826998	0.628281254414933	0.000569721863165422	0.629420119771286	0.0503340165940625	0.762557083171122	0.0511436454195426	0.763014763400607	0.0748784949956082	0.88053629473958	0.0955084808108881	0.842069918761998
SPG11	0.000195799901229899	0.774933667078919	0.235966535499583	0.956718964471547	0.580380874411174	0.727035524887841	0.580792283057257	0.73618666662486	0.583168215372926	0.719514623382834	0.604958386350442	0.534995360150769
VPS18	0.00223876557211807	0.333377538176925	0.19751390673033	0.487896354638139	0.236917947355694	0.412248695360583	0.24683549907408	0.369057823454953	0.302461505183168	0.361179191820674	0.309602297134361	0.324986482867205
SLC30A4	0.00305873428433021	0.258088792091762	0.321261634363307	0.558063742517081	0.356703184585097	0.708271510992943	0.374337369117279	0.873685378290538	0.378789881000836	0.818793473208185	0.378936039537888	0.826257309624695
ZFAND1	7.72141559328997e-05	0.857505914163147	0.0458250346650561	0.747254679523598	0.119645671816157	0.88928880067884	0.208783861750917	0.905227001887748	0.211413369448089	0.92403332983875	0.22715616694202	0.948007938459651
RIPK2	0.00718759186404449	0.0826675801918103	0.0234224686396883	0.104575423172191	0.425474057662603	0.0574218672039577	0.451886819842478	0.0222173348815969	0.459004542435205	0.0253085093570983	0.462522178287171	0.0232468934331544
EYA1	0.00262622385090353	0.2947292279372	0.00714588043977901	0.293423470577079	0.00783201349141316	0.340277643053266	0.0192848580637789	0.329411264734475	0.031724691865149	0.458869056039332	0.0327699619809422	0.469584652771755
CALB1	0.00461914505744536	0.16443463124699	0.00737549290882719	0.188456995331083	0.0217493256984879	0.239537837636511	0.0220869427654529	0.237586470804592	0.029949949293268	0.221719870413921	0.0307176587010225	0.227020501859106
IMPAD1	0.00589042715944736	0.116294548787941	0.156875324291066	0.589461866332119	0.159239625287387	0.599038024009306	0.278134768111799	0.989090700899311	0.293696031920656	0.94297076311972	0.296147556581535	0.88662507407204
SFRP1	0.000115303332432642	0.826328544224998	0.0107613567900157	0.846829909839129	0.189344570824611	0.70366443704115	0.204973562636433	0.710304066107484	0.31648607793506	0.386421340100667	0.345484508060948	0.378914690490633
LAPTM4B	0.000105869830274372	0.833476336559648	0.00994289896051878	0.948306187386023	0.191661547363893	0.713671533742341	0.306047566362024	0.603672685697395	0.308837255685032	0.537623769748631	0.309000177575389	0.545831543672553
POP1	0.000357948483455885	0.699042018453507	0.0300197849739865	0.557741951230556	0.380623130980279	0.64609416689968	0.421090983017735	0.44356182896707	0.425764599383764	0.403520439250621	0.42732975325049	0.419628669863688
NIPAL2	0.00048830229311372	0.651578236464244	0.169947886607348	0.286576839583434	0.169949183079737	0.287116362588137	0.173217478470512	0.342358284214395	0.202252885357625	0.293056684224183	0.202319242876423	0.29212928999081
DKK4	3.09699062300071e-06	0.971315640523789	0.000860826346757963	0.983096939465256	0.0141176984615671	0.993157601090245	0.0153591586036063	0.935908662998233	0.0233887217620609	0.982890375268827	0.0234018368265724	0.981899214355786
RAB2A	6.57911956305281e-07	0.986776922707704	0.0934967369577963	0.573206356623056	0.105902757446048	0.554828177067169	0.215046178849827	0.259110454652465	0.268924478337384	0.370295950154225	0.27238779751918	0.39725033552827
ESRP1	0.000565858035010843	0.62688199709451	0.129165476858253	0.356348962247924	0.217762450974428	0.68685478229362	0.453006753591565	0.481506636029276	0.453006760392007	0.482155251007811	0.45723227146301	0.429329316100294
SPAG1	0.00142948638943166	0.439633778045159	0.0229733585400108	0.42679984043181	0.0487953595386124	0.359076460649475	0.139884345397789	0.398972561027997	0.154246864451212	0.273654859143095	0.173461586392234	0.233693268855858
CHRAC1	0.000146739611234097	0.804502411536476	0.000218355080944548	0.802733048178972	0.171257198546717	0.812693320463361	0.27454959849259	0.40888671351525	0.274705453694646	0.406084805657719	0.291205032459556	0.370216336464859
NCALD	0.000979462793591592	0.522413220980323	0.00298158031257217	0.521977705685676	0.0568530558821741	0.51009736706319	0.0575553562486525	0.530224820604971	0.0600365752648812	0.521212187055943	0.0688810151508367	0.563296232294209
SNX16	0.0509334347760036	2.98604856565177e-06	0.155158041267815	1.54953198354274e-08	0.192764721673358	1.34365928638878e-08	0.232246961850764	1.62227325422477e-08	0.237602904975508	2.07988265196017e-08	0.238919971366716	2.12651533061274e-08
GSDMD	0.00952147387066478	0.0456552804327267	0.496160487582149	0.186780596004163	0.497595092252228	0.18510690747446	0.497723011860187	0.193240889442401	0.52314284792688	0.22271068884692	0.535040871729509	0.254433083032643
PYCRL	0.000163864186099644	0.793652844518461	0.239998552736061	0.876070455179668	0.248111307532777	0.835204228733281	0.388413014661957	0.861396906920112	0.412774836137004	0.875380940069043	0.419135671864964	0.864543130236926
EEF1D	0.00879867959634681	0.0547491081061298	0.519220141075921	0.380562739829366	0.528923453788509	0.44444539872911	0.538396008540174	0.426258965529028	0.554878608529387	0.597716374543654	0.554907033511091	0.599459496675736
ERI1	0.00924018461189949	0.0489893722538164	0.103788368003441	0.11206079514252	0.181514258578566	0.173656227621708	0.182907417151997	0.197842155744126	0.18349900585949	0.206603697777903	0.183702213295352	0.221399118264821
LEPROTL1	0.0084227847219647	0.060216514313441	0.0256105561601616	0.0624662664750006	0.026210175192154	0.0592250588565277	0.0267938966510413	0.060337264800607	0.0919545948164341	0.135289146136506	0.102968920411219	0.158870269049611
DCTN6	0.00657259802878364	0.097064794135685	0.00771466230145038	0.102844306902654	0.0228164481976303	0.105554889003534	0.0352301177399125	0.127269458237892	0.0482061853829614	0.108284969233467	0.0522474082008261	0.104530956902828
R3HCC1	0.00314503064359406	0.25146959878483	0.334606112423435	0.152923862375544	0.336002891308903	0.147464120922747	0.356509193560575	0.104696320466821	0.358719003277295	0.120028097423784	0.38742764482192	0.256307681247747
TNFRSF10A	0.00115817545713742	0.486697592370575	0.134893972259382	0.422585557472634	0.157864182330056	0.574926484807198	0.205181862543032	0.65040403009175	0.228684947554549	0.619201888055678	0.242189257977122	0.754585811305119
PPP2CB	5.66716883831525e-05	0.877750318024713	0.046086661487722	0.891607294508213	0.076491340758191	0.707557613153803	0.0815658983810038	0.652046946269499	0.0816000550031217	0.647113867820206	0.129027566600488	0.801533618028881
ERICH1	0.00190553193896854	0.372196135688231	0.0302205473904977	0.331409435163401	0.0458887139946217	0.373507613823167	0.165964525019249	0.230583105594547	0.183851380880349	0.257473826360714	0.199685619437231	0.25178287682496
NEFM	8.30286311394833e-05	0.852297446795906	0.00214686280326143	0.869029260633055	0.0106001187923276	0.85542720169754	0.038867977345403	0.864366209263915	0.0752065980401254	0.955394791243348	0.117476694321576	0.803218249116181
TUSC3	0.0117932624907295	0.0260460381152281	0.0188622276257508	0.0222697509179629	0.0605299775806651	0.0388804826775364	0.0780795030940282	0.0277533907518206	0.105682476987332	0.0245290866884127	0.112370597418309	0.031683553119662
ARHGEF10	3.14372038131238e-06	0.971100138609433	0.0183172248262445	0.925255357653421	0.0189818026350488	0.930525952843291	0.152207101487481	0.712938972836157	0.276570139840993	0.749670847354889	0.334926071821314	0.679463364324658
KLHDC4	0.0485819477078461	5.11873759859057e-06	0.430483007302305	1.83708993399689e-08	0.489079184417801	1.9805859311561e-09	0.50482699085686	9.87385675823318e-10	0.505518724660044	1.03719065423714e-09	0.513450980342039	4.63245595842826e-10
MCM4	0.00493272696914015	0.150763179792217	0.0825336212453628	0.133857743542898	0.3534081232596	0.643260129595684	0.441234653794626	0.363081272066742	0.4555446792521	0.457164577030166	0.455673833530301	0.45413488508225
ASAH1	0.000238177068461944	0.752489640904953	0.0079237548287428	0.793720308353601	0.131612795733618	0.856016806498012	0.13187436331846	0.880813187338693	0.136915116934911	0.854384867350164	0.137638517983808	0.861344197449272
TULP2	0.0057659731650475	0.120234474680659	0.00588298469556832	0.121367053739343	0.0406188868767452	0.0717923939889101	0.0739582261456773	0.0810026672484181	0.0808963511291262	0.069891685131573	0.0827849496533425	0.0749950310533998
CGB2	0.00112462764510531	0.493080732095339	0.0610091325488282	0.429833347204828	0.0666339501656033	0.436660205489175	0.08087252775138	0.470326165609607	0.0943892936258106	0.372571441283556	0.0989860140424522	0.393704108561924
CGB	8.11891959118054e-05	0.853924183657347	0.00592573994644662	0.842563759478323	0.00824975140135038	0.867856818231856	0.0153105396862345	0.970432195809503	0.0347743515074099	0.944120495128072	0.0569996475655018	0.945214140567898
SNRNP70	0.000578048905040853	0.623192910280849	0.554257298461974	0.820149807684086	0.567553047430619	0.90904612285095	0.611000001319248	0.874594757246477	0.683209671842595	0.819920495806565	0.687765347728025	0.886871047435312
CLPTM1	0.000228276233307958	0.757524377395145	0.0572334182480327	0.465877749075314	0.0641481554542548	0.407625753238547	0.133086410352658	0.465657799557612	0.145293768002452	0.399862096548357	0.150054493698876	0.402825194011301
LIN7B	0.00347182029970196	0.228205939336982	0.444642036839218	0.926400021362108	0.445917238310407	0.931919377243292	0.482621268294325	0.972548978953366	0.483570813322856	0.971459143537858	0.493975645467393	0.956471171765846
PIH1D1	0.00682305030444553	0.0908984320032809	0.471119197977334	0.489784451752935	0.472062760900633	0.495012161617712	0.477720725302496	0.469969617273825	0.480299359657137	0.421948001071604	0.480739813464276	0.430394784588275
ARHGEF18	7.89511955149063e-05	0.855929305313768	0.0343957433655762	0.980735245120368	0.0351252993131905	0.982611269739601	0.185324831840365	0.904070838233523	0.219806475011934	0.960645793228172	0.271741158021931	0.655041117989354
PEX11G	0.00497254338526155	0.14912112892546	0.495608507930153	0.252636859578115	0.592996494797577	0.869683361363389	0.603168562897674	0.799584929082546	0.603582286668702	0.76646363849277	0.603959448371405	0.764919047640343
DOT1L	0.00120053477507564	0.478830904590986	0.0522950876612212	0.515681815311346	0.105921167383337	0.50897230616058	0.119898945629066	0.453291197791003	0.307590175958578	0.551066316047314	0.312246596395383	0.603781615284207
PLEKHJ1	3.28677651802752e-05	0.906746583295217	0.534064708332535	0.258297144799718	0.549026318439399	0.299655870378106	0.551596102624098	0.334021353915922	0.556052464011019	0.385314795104665	0.556149016735802	0.405363515987603
SLC17A7	0.0144047261170306	0.0138456201940998	0.0347921449877214	0.021691456275617	0.0348206105237715	0.0217000575955462	0.193619837889022	0.0859975961286441	0.195569943303074	0.0902708572788974	0.245693408669952	0.0434515622662972
KLC3	0.00250884372869527	0.305792979416403	0.13864261329672	0.516847470952887	0.168726175270332	0.726866351752013	0.171603010118136	0.725886357224031	0.188660825271677	0.762540917340393	0.200922668549828	0.692361606265489
CD37	1.74804027621108e-05	0.931920231069002	0.00664893407594507	0.908865496349321	0.0437940543510213	0.828454331248028	0.318931157931129	0.906897331158686	0.356508685190866	0.704374325573766	0.726393626401119	0.983053727814199
AMH	0.00412655337517981	0.188870986711689	0.113994337497628	0.0713491915515473	0.11621469606199	0.0781963645866388	0.116994557710971	0.0783081368357546	0.149320578382612	0.0887412911853018	0.151338558528801	0.087303178391084
DKKL1	0.0628495373927968	1.93126275343848e-07	0.0950680876069386	3.28923355138327e-07	0.118063755533875	3.16343995568841e-07	0.128976585112186	2.91390479079374e-07	0.12899957135116	3.1514113777685e-07	0.142380510018111	1.39218122701628e-07
OAZ1	0.000105519906991028	0.833747753054683	0.633655414082958	0.252787879277349	0.637578268227506	0.189641373857047	0.638577672182441	0.175611283947167	0.655288493428234	0.0910936396507411	0.656294785016918	0.0936602517475098
STX10	0.0014750580615018	0.432428579356803	0.326486596065122	0.575900264552005	0.38442466298327	0.756236616159133	0.386486967825271	0.751645855661649	0.425777320057671	0.762658790050162	0.427846203285828	0.788194112960572
RETN	0.00377940507020758	0.208632161776375	0.0706745349297779	0.220839499770967	0.108663476772468	0.182557305851851	0.11560383035872	0.214038284919649	0.120536264110857	0.289001268003634	0.132445502489591	0.295258330905654
FCER2	0.000197198420323503	0.774152983426017	0.00163042584210565	0.78850430434071	0.0138406724920106	0.84613421389991	0.130030033237134	0.922192799570198	0.135435940077547	0.926666013367461	0.388996815984988	0.90536672289241
DMPK	0.000280399654836705	0.732219606732074	0.358288010725064	0.613027937760103	0.404293456434294	0.785586943776316	0.429871006614615	0.795097638695989	0.468767391029452	0.979990281309255	0.475507824552953	0.956703233056837
CLEC4M	0.0374370010608282	6.57250485607689e-05	0.0379406104584343	7.64494643544609e-05	0.0433113450907149	0.000176377368950578	0.0472688296923508	0.0001302272620912	0.0523807465912058	0.000102932953953349	0.0890478799739201	0.00011404892332818
TBC1D17	0.000394909922807626	0.68467783605646	0.426227743953423	0.156867124694883	0.581599481884044	0.127128422131652	0.60730343409798	0.0798086320463316	0.631969940893716	0.0282897726470363	0.633860046847552	0.0219001009125336
TLE6	0.00162673273372147	0.40968504522433	0.077698081448439	0.39873918156948	0.160082226385381	0.422775676726365	0.180042343983859	0.400704441762955	0.180071787235314	0.404001224612825	0.180897695039766	0.400309720122605
PTOV1	0.00232578472257081	0.324145310222308	0.61131690046652	0.326065399089447	0.618828272401927	0.323936958456511	0.657390807562989	0.258463890833343	0.659383686517845	0.290308866670298	0.659419754680736	0.283861374616892
SGTA	0.00286596904431706	0.273669487953412	0.514291877345514	0.315893522398692	0.531540639172998	0.327494920223925	0.548523200477011	0.252804596287369	0.564767860860288	0.278546175325268	0.565466508993473	0.306926483645459
SNAPC2	0.00246167131408186	0.310389932286563	0.455595610993241	0.782982564321497	0.54882243450396	0.422977425799573	0.557867582335034	0.309655374010172	0.558127383430024	0.301182490543012	0.560939110328143	0.313918950012133
C19orf53	0.000652271556414618	0.601718058380589	0.454234114731108	0.428301765700418	0.517452465925549	0.333695087104982	0.542988144719041	0.335103206225719	0.545809541958999	0.364617517595951	0.54662827694046	0.34763162318925
TIMM44	0.00168003195926885	0.402111198633996	0.355822043527193	0.3848460904159	0.573566528083616	0.702780380363444	0.584807563054844	0.836934290314537	0.613309005583925	0.876987613777929	0.613313408219734	0.880635831392085
CCDC61	0.00037501599320415	0.692307551644677	0.518183273881347	0.692238817535775	0.532045021841477	0.72399304066778	0.546409371555977	0.653743854975048	0.549572865824673	0.695923717567705	0.549575988317328	0.695875716100147
IL27RA	0.00285729785980392	0.27439750062595	0.0046491635747614	0.257742939365594	0.270222371718129	0.331312202509636	0.304102087496279	0.317381523013529	0.316581472048344	0.275331969437408	0.350174579324341	0.392447521100156
ASF1B	0.000476022575506483	0.655701816702819	0.00143714975293903	0.667726165391141	0.247249725174695	0.845480549515819	0.373763833567789	0.988082599744159	0.374021572312479	0.997201313456189	0.407694276660692	0.972404426358712
TNNT1	0.0027366745862856	0.284781527995937	0.062674058822749	0.550152409398614	0.08760698484842	0.474594752108551	0.123620233049966	0.549585124351113	0.1315929852983	0.506102502948676	0.131637717143194	0.506125172068052
C19orf44	0.0105602230453402	0.0352640130727732	0.0863155255900883	0.0066078637799416	0.0873870726860365	0.00690101973902544	0.0917024888328354	0.00554031188892388	0.246173821016961	0.00209588131848801	0.247442462149141	0.00229033749567696
OLFM2	0.000333538047432209	0.709002360634332	0.00828939025077618	0.75654373671747	0.181522118456418	0.872145676025673	0.187010992526093	0.779236586331997	0.246625360843368	0.44613846707028	0.2940218438985	0.243547879842013
RASAL3	0.00161911017996098	0.41078523554766	0.0510925313961116	0.675780728896406	0.0852485784050425	0.796369507125093	0.467789002344873	0.929970828673307	0.506157112496945	0.946024723661912	0.860247186376725	0.956187958358995
ZNF419	0.029385504220384	0.000417463501505676	0.0463910208169086	0.00106261836194879	0.0560664637023008	0.00080664756922124	0.0566651337057868	0.000919443492048757	0.108552481078794	0.000223862670922743	0.151234918484503	0.000122924617423533
SYDE1	0.00133768561670236	0.454720700969712	0.0426327355384335	0.594758275817739	0.0606842706576174	0.80371948228786	0.224180165467621	0.644347418762509	0.226728989395968	0.599475044835271	0.396149220681876	0.530124694100282
CASP14	0.00266592685882678	0.291103277102467	0.0142619981283913	0.326625818947186	0.0347720525954544	0.261388263815601	0.0363201637586191	0.262693407893515	0.044869533029769	0.291944090037994	0.0497202059504733	0.343802397402417
ANKRD27	3.2903006944964e-05	0.906696829758357	0.0732313919998116	0.782110422362102	0.30181940983534	0.621073847282374	0.31015909248485	0.525239578056534	0.319037042051421	0.593953103477414	0.325190672912162	0.591103166923593
RPS16	0.000158926136051747	0.796716793017234	0.170949510259105	0.922073234494905	0.308485292333025	0.642516682151209	0.308550220516515	0.658514337001051	0.32325992824072	0.557579127316266	0.324346576013149	0.521868533702495
TIMM50	0.00373604005859963	0.211267486094841	0.0664603627084437	0.230226088447781	0.242808518096596	0.168544148409977	0.274131104592947	0.125314214305535	0.280195303980844	0.12349774413127	0.280723277690949	0.118261529745027
DYRK1B	0.000776348929079725	0.569063592231097	0.168413034432127	0.27970660007037	0.20235176529884	0.241688502043611	0.204631628535125	0.221533097299161	0.25472108800878	0.277391547924721	0.262128969118241	0.266155204773563
PLD3	0.000897941934612702	0.54025925400855	0.117929094714861	0.762931709393203	0.16033014125311	0.786050313483391	0.205859079056294	0.660239016940611	0.205954422527424	0.656399924174372	0.20600457102391	0.663029100987554
PIAS4	2.43848207360229e-05	0.919629905609519	0.0499410264175134	0.7733023122429	0.070476042465473	0.710531778393507	0.0724554032291549	0.730690551218807	0.14593365289188	0.486694219515991	0.145944144465168	0.485105265991891
CLIP3	0.00241542171510421	0.314984449878581	0.0056667275854524	0.324650954631861	0.00577429066496053	0.325055066642567	0.127299439760487	0.289156065197702	0.132808166298038	0.287810588002648	0.146553698960571	0.29049717634379
ZFR2	0.000481778407850963	0.653761131023257	0.000539588047878457	0.657537617748316	0.00231753339819708	0.640991858896898	0.00558398361006246	0.705175738572256	0.0243923328736702	0.81035224264664	0.026199625793578	0.809240915545463
SLC1A5	0.00310542503741279	0.25448125592068	0.0465462392960213	0.196262979278027	0.0677995400700087	0.282632508763012	0.102557109361182	0.306286494206949	0.103387406590578	0.308069101764816	0.103594334211464	0.305269900401988
PRKD2	0.00882847168062797	0.0543388319143551	0.283135027728027	0.00450158881034386	0.283648193304443	0.00463066462483565	0.419789310830255	0.0806195811206957	0.419834558127998	0.0797274264390324	0.500115817725354	0.216300976172458
TJP3	0.000745058844815364	0.576958061692062	0.167201363698234	0.119440564017566	0.336886299562649	0.191391073952026	0.343274366881811	0.20701111734643	0.343331036260174	0.204659913693909	0.348460576661859	0.242012436576949
CCDC9	3.43665105362237e-05	0.904654030704652	0.456867966768397	0.717949609247235	0.46949089971071	0.636549583546453	0.506137511011064	0.693998697406244	0.511181798082595	0.717924137825882	0.523613604198639	0.583065353652457
TGFB1	0.000332375625259136	0.709486897112508	0.116856137836921	0.799195815771286	0.117029643347574	0.79214406300392	0.351858410633394	0.592597429615804	0.395984037287082	0.928599827565822	0.421132491209426	0.906434499798887
CEACAM4	0.0185366612801405	0.00519089545570719	0.0722945391756697	0.00377734761648076	0.137933469869689	0.0091488802723004	0.335767793143795	0.000328698847582851	0.370403895318788	0.000106908498797417	0.392735962111247	0.000212120398793362
MRPL4	1.41288341148742e-05	0.938779573540747	0.318563789342424	0.199154857558534	0.451062721896684	0.390136004543444	0.460510805419008	0.469308086036619	0.474808149618581	0.347988645942171	0.475397650230375	0.366099860467644
CD79A	0.000260111988007025	0.741731111440728	0.00265021202877124	0.723682648867173	0.0483466209444532	0.747097073119212	0.229862342642062	0.37453851707337	0.249871481366221	0.30831846951282	0.622468940485468	0.0384758103305758
ICAM4	0.00116987754323929	0.484503218147938	0.0432577107764954	0.456043543224676	0.153494623946781	0.603599542758948	0.290667874339953	0.54124089989136	0.300562261457542	0.473079836978478	0.345804370916847	0.558202866529075
ICAM5	1.73335522774758e-06	0.978538500936683	0.00503039348016488	0.97390968487056	0.12067881488853	0.835205360637241	0.140361733409214	0.855244888590333	0.1833464379899	0.939664326274452	0.183714720465705	0.929424725498506
CEACAM5	0.000675557159182812	0.595301581244239	0.015143997181966	0.625797449884272	0.0300553008045117	0.639341367439221	0.0344149329276552	0.67918639931697	0.0418917973515852	0.828687022386954	0.0419306405508908	0.826868808994745
TYK2	0.00819643298114859	0.0637854272791719	0.151148595576935	0.0653417248191803	0.155696829526294	0.0527752686588196	0.303049134938553	0.259020828026204	0.39307581839278	0.134820749758806	0.434788457902663	0.0652556466094192
SULT2A1	0.00207890086550662	0.351275163274223	0.0125857673267175	0.284839854358551	0.015399234051304	0.271041073618932	0.0156121411819461	0.266486511609152	0.0213450343340704	0.302738368081117	0.0264342467729793	0.294959577460845
NAPA	0.00200937145327337	0.359466184698634	0.346072148227544	0.129452994317509	0.5088945876503	0.05873032439213	0.538085407972082	0.0554458156192755	0.545704495439966	0.0493608652530937	0.55096227929345	0.0620868981569011
RABAC1	0.000383700039829231	0.688948870706874	0.535537888204359	0.254685333031229	0.537343464329657	0.218877471129184	0.537369270081797	0.218179694072593	0.539497450921591	0.248175273088635	0.549018883082366	0.269869018604392
ATP1A3	0.000141826282640732	0.80773826368466	0.000742414281782648	0.798675653888229	0.000855685802199926	0.804729993499484	0.0275951694993544	0.852778727726819	0.0389861197051609	0.90851971127136	0.0865000377354438	0.867196054977152
PTPRS	0.00186856708939172	0.376879095224467	0.00697320673322448	0.465381526767223	0.0401555747392368	0.515856615147929	0.05748780557656	0.649541132631595	0.128048467925844	0.525230506039271	0.139266166530249	0.41189567362316
MEGF8	0.014874453751056	0.0123721159215776	0.051714793682247	0.0102887036340409	0.095736977020317	0.00649523152291165	0.155441777776934	0.00338864187805302	0.360465849587293	0.00231126572185437	0.381826988722651	0.00151835309541336
